"n_landmark_model","n_observed_model","raw_mean","raw_median","raw_min","raw_max","trunc_p1","trunc_p99","trunc_mean","trunc_median","trunc_min","trunc_max","effective_sample_size"
7379,6707,0.999713408775996,0.985241117122785,0.913610857824893,1.57422584433481,0.93410610244008,1.20687431817192,0.999164601336873,0.985241117122785,0.93410610244008,1.20687431817192,6688.29795101421
